customer_id,trans_date,tran_amount
CS3690,24/2/2012,82
CS1809,19/7/2012,36
CS5604,12/2/2012,80
CS5909,15/7/2014,83
CS1189,15/1/2013,89
CS5631,29/10/2013,83
CS1847,25/11/2013,59
CS1937,14/1/2014,88
CS3910,6/12/2012,39
CS2515,21/12/2014,43
CS5340,3/12/2011,58
CS5491,15/4/2013,56
CS1654,17/10/2014,105
CS5627,23/7/2013,84
CS5181,14/10/2011,53
CS1320,24/3/2013,96
CS2362,13/7/2014,67
CS3766,26/7/2013,85
CS4100,17/8/2013,82
CS5945,12/5/2012,75
CS1371,11/8/2011,41
CS2980,7/11/2013,58
CS5461,10/11/2012,40
CS4074,15/10/2013,78
CS5532,23/1/2014,103
CS1938,28/4/2012,96
CS3628,13/4/2012,58
CS1983,8/4/2013,97
CS4631,23/11/2014,96
CS2005,15/1/2013,64
CS4727,1/2/2012,92
CS2038,8/12/2014,100
CS4501,25/10/2013,36
CS4443,18/6/2013,40
CS1155,5/1/2013,84
CS2876,3/10/2013,35
CS1798,14/11/2012,89
CS4657,12/11/2012,80
CS5625,18/8/2014,71
CS3935,26/4/2014,56
CS1917,23/11/2014,68
CS3795,16/2/2015,64
CS2060,7/12/2011,40
CS3970,14/10/2013,91
CS1885,2/4/2014,87
CS4797,19/9/2014,98
CS2792,15/12/2012,50
CS5631,28/5/2011,54
CS4359,22/9/2013,95
CS4597,1/3/2014,67
CS1516,28/3/2012,57
CS4700,16/1/2015,97
CS5620,13/6/2011,44
CS2818,18/8/2014,43
CS4039,1/1/2013,74
CS4349,21/8/2014,40
CS4637,15/7/2013,87
CS2598,16/12/2014,86
CS3499,5/6/2011,50
CS1267,2/8/2013,40
CS4196,2/8/2013,76
CS1187,15/3/2012,105
CS2814,14/4/2013,74
CS3600,13/6/2013,57
CS3312,21/8/2012,71
CS1484,2/7/2011,48
CS4219,4/12/2011,54
CS2617,14/10/2012,52
CS4268,15/3/2015,74
CS3829,14/11/2011,55
CS3469,31/5/2013,38
CS4864,6/12/2011,57
CS5135,3/2/2012,90
CS3655,7/1/2015,59
CS4195,28/10/2012,57
CS3920,26/6/2014,66
CS1557,28/10/2011,41
CS1922,11/3/2014,105
CS1830,22/12/2013,52
CS4292,23/10/2013,100
CS5427,21/8/2013,49
CS4563,20/12/2013,40
CS4890,3/5/2014,69
CS5103,10/6/2011,35
CS2279,27/7/2013,73
CS4674,11/8/2013,95
CS1883,17/3/2012,92
CS1608,14/12/2012,88
CS4142,22/9/2012,65
CS4879,22/2/2015,38
CS2648,28/10/2014,43
CS5439,13/6/2014,86
CS5487,1/11/2013,61
CS5620,14/2/2013,65
CS1373,9/10/2014,74
CS4083,2/1/2015,90
CS2147,14/2/2015,59
CS5219,2/11/2013,92
CS5165,29/8/2013,74
CS3664,7/12/2014,78
CS1558,28/7/2012,80
CS3212,3/11/2011,103
CS1438,25/9/2011,67
CS1511,26/5/2011,78
CS3963,11/7/2013,82
CS1125,4/2/2012,104
CS2967,12/6/2014,66
CS6108,17/10/2011,59
CS2210,3/8/2014,84
CS1977,28/7/2012,93
CS2715,15/3/2015,82
CS4984,20/3/2013,93
CS5162,28/3/2012,84
CS1940,12/7/2011,57
CS6026,14/6/2014,86
CS1768,9/6/2012,42
CS2198,15/10/2012,67
CS2181,10/1/2012,66
CS5477,7/1/2015,97
CS2563,14/10/2014,49
CS1441,7/1/2015,63
CS2468,17/11/2013,74
CS6083,14/10/2014,94
CS1856,28/6/2012,66
CS4642,13/4/2013,55
CS4436,7/1/2013,60
CS6064,18/7/2013,101
CS2024,24/11/2013,49
CS1662,8/10/2012,45
CS5174,15/6/2012,66
CS2735,4/9/2013,71
CS3178,1/2/2015,94
CS3992,31/5/2012,100
CS2325,24/7/2013,48
CS6029,9/1/2013,54
CS4314,11/3/2012,90
CS5102,20/6/2013,87
CS2997,30/4/2012,97
CS3522,19/5/2012,104
CS4553,6/9/2011,60
CS4954,31/7/2012,104
CS2122,22/8/2014,102
CS5149,16/1/2013,89
CS3976,30/10/2012,44
CS5215,7/1/2014,45
CS2949,6/7/2011,36
CS5468,20/3/2012,53
CS1544,6/3/2014,96
CS1545,23/4/2012,56
CS1586,19/5/2012,46
CS2891,10/11/2012,93
CS4328,25/4/2014,77
CS4481,25/8/2013,89
CS2463,11/12/2011,52
CS1957,11/5/2012,48
CS2961,14/1/2013,104
CS2120,29/8/2012,41
CS4482,10/2/2015,61
CS3499,12/11/2014,47
CS4054,18/2/2015,105
CS5475,7/5/2012,75
CS2720,25/5/2014,53
CS2897,22/8/2011,47
CS1801,18/10/2011,82
CS3724,18/10/2013,44
CS1600,10/9/2011,64
CS1432,20/1/2012,62
CS3020,20/12/2011,90
CS4885,22/3/2012,43
CS4330,11/5/2014,96
CS3286,20/5/2013,39
CS5022,4/6/2013,51
CS5387,1/11/2014,44
CS1322,30/9/2013,105
CS4851,10/1/2015,73
CS2406,19/4/2012,103
CS3672,8/9/2013,93
CS5732,24/10/2011,64
CS3832,20/10/2012,41
CS4798,17/5/2012,89
CS4623,5/12/2012,40
CS6043,26/3/2012,46
CS1770,19/11/2014,81
CS3891,3/7/2014,103
CS5227,29/2/2012,47
CS5039,15/12/2013,43
CS2564,30/5/2014,79
CS4911,4/11/2012,43
CS5644,30/10/2013,53
CS1798,4/12/2013,63
CS1876,25/6/2012,55
CS5973,25/7/2012,77
CS3852,2/7/2011,51
CS2313,24/3/2013,44
CS4334,12/8/2014,93
CS1300,28/10/2011,76
CS5965,8/3/2012,93
CS2523,20/8/2011,66
CS2089,28/6/2013,102
CS2649,10/12/2013,102
CS3517,27/9/2011,76
CS1675,8/7/2012,98
CS4245,28/9/2011,88
CS4410,14/11/2012,38
CS2086,25/9/2011,75
CS3836,21/12/2011,52
CS5326,17/7/2013,78
CS4723,8/12/2013,35
CS3841,28/6/2014,92
CS2984,22/3/2014,92
CS3088,16/2/2012,67
CS6087,16/3/2014,57
CS3761,18/7/2011,90
CS2614,22/1/2013,62
CS2296,20/2/2012,82
CS4466,10/10/2013,101
CS1278,20/12/2011,87
CS4548,20/5/2014,68
CS4171,8/1/2012,52
CS4533,26/1/2012,61
CS2092,16/5/2013,101
CS1633,17/8/2013,71
CS5143,30/5/2013,86
CS1670,8/11/2013,51
CS4537,17/9/2011,89
CS5954,26/9/2011,90
CS3462,11/1/2012,77
CS3832,16/7/2011,87
CS1999,21/3/2013,103
CS4812,20/11/2012,45
CS5819,6/12/2011,50
CS3067,18/12/2014,55
CS3807,22/8/2014,64
CS3071,7/6/2013,84
CS5628,10/8/2013,92
CS5572,31/1/2014,43
CS5185,15/10/2014,66
CS4688,18/2/2012,97
CS2848,19/8/2012,77
CS1357,28/9/2014,53
CS5081,14/10/2011,51
CS4758,19/4/2012,43
CS2178,30/11/2013,47
CS5696,14/9/2012,38
CS3536,20/9/2014,46
CS4289,25/5/2013,54
CS3796,2/7/2013,85
CS5592,16/2/2013,65
CS1575,11/11/2014,46
CS5107,9/6/2012,68
CS1694,23/11/2011,75
CS3004,23/11/2012,58
CS2461,12/3/2012,67
CS3571,25/5/2014,99
CS6094,3/1/2015,97
CS4966,6/12/2011,40
CS3657,24/12/2014,63
CS3495,5/12/2013,68
CS4870,15/1/2013,98
CS2272,1/12/2012,54
CS3759,12/7/2012,98
CS2085,1/3/2014,95
CS4762,24/5/2013,74
CS3662,10/1/2015,92
CS4640,18/6/2012,76
CS4190,8/1/2013,92
CS4473,12/9/2013,60
CS2401,1/2/2014,58
CS1720,31/7/2013,72
CS4520,11/10/2012,102
CS1455,13/6/2012,79
CS5711,9/7/2011,41
CS4250,13/12/2014,87
CS5672,11/11/2012,50
CS5537,22/7/2012,62
CS4349,5/6/2014,88
CS3581,27/8/2011,59
CS5943,14/4/2013,75
CS3848,19/5/2014,90
CS1909,14/11/2012,93
CS5196,20/8/2011,48
CS6007,27/10/2012,62
CS3357,24/9/2013,65
CS2272,3/11/2012,82
CS2807,3/7/2013,75
CS3250,26/4/2012,55
CS5315,17/7/2012,84
CS4941,26/12/2012,87
CS5210,19/7/2011,101
CS3071,9/10/2011,80
CS4739,1/3/2012,37
CS3985,30/10/2012,101
CS2336,22/2/2015,76
CS1730,7/4/2014,66
CS3591,8/8/2013,81
CS5103,6/9/2012,49
CS1442,8/3/2015,56
CS4311,12/6/2013,72
CS3713,19/12/2013,100
CS2646,31/7/2012,87
CS3863,22/2/2014,98
CS1247,9/11/2011,98
CS1387,30/10/2014,61
CS1267,21/9/2013,103
CS3772,18/11/2011,42
CS1182,7/7/2011,82
CS2845,23/2/2013,36
CS3493,13/1/2014,100
CS5480,21/6/2011,73
CS5968,3/7/2014,38
CS4813,17/11/2011,104
CS3384,18/9/2011,87
CS4639,28/6/2013,47
CS5755,3/10/2012,57
CS4755,30/12/2014,56
CS1985,29/5/2011,83
CS3000,11/12/2012,74
CS3850,25/10/2013,99
CS3540,28/5/2013,39
CS2919,3/12/2012,77
CS5534,13/5/2014,51
CS1131,27/7/2014,47
CS4924,3/4/2013,38
CS3956,11/12/2013,74
CS2331,8/11/2011,72
CS3403,13/10/2014,76
CS5129,18/3/2013,71
CS3799,18/9/2011,95
CS1554,29/5/2012,42
CS3698,19/6/2011,40
CS4800,18/11/2011,35
CS4571,24/6/2011,36
CS1347,12/3/2013,104
CS2585,14/1/2012,51
CS6046,30/11/2011,83
CS2392,5/2/2013,63
CS4513,31/1/2013,48
CS3479,18/5/2012,79
CS1499,27/12/2013,98
CS3086,17/8/2011,70
CS4749,22/11/2014,67
CS1254,13/7/2011,64
CS3139,1/3/2013,85
CS4776,16/4/2013,46
CS5421,4/1/2013,47
CS3639,31/5/2011,63
CS4153,1/10/2013,47
CS5057,9/8/2011,92
CS2938,28/6/2014,93
CS1802,10/8/2013,98
CS5832,20/11/2011,65
CS4607,30/12/2013,96
CS3015,28/11/2013,84
CS3733,4/10/2011,98
CS2931,11/12/2014,96
CS2001,8/6/2011,37
CS2426,8/3/2013,45
CS4990,2/5/2012,86
CS5735,8/5/2013,51
CS3052,5/4/2014,98
CS1866,20/12/2011,43
CS2280,29/8/2012,52
CS4284,6/2/2012,51
CS4162,16/8/2014,63
CS3848,17/5/2011,86
CS5648,3/3/2015,92
CS3100,4/1/2012,102
CS5300,30/5/2013,41
CS5066,15/7/2014,44
CS5541,23/10/2013,40
CS2207,22/2/2015,80
CS2787,16/11/2013,59
CS2957,9/5/2012,69
CS5928,7/5/2014,96
CS2756,15/9/2013,83
CS1645,9/7/2014,76
CS6031,24/2/2013,82
CS4198,23/6/2011,85
CS3673,17/7/2011,92
CS3095,27/1/2013,41
CS1233,17/8/2014,57
CS5447,4/12/2013,75
CS1978,24/10/2014,66
CS2568,29/7/2011,69
CS1811,5/1/2012,94
CS1425,2/7/2013,63
CS2489,24/11/2013,54
CS5788,15/10/2011,95
CS2036,12/12/2012,42
CS3426,22/3/2012,82
CS5195,22/9/2011,38
CS3274,25/6/2011,95
CS3502,31/10/2014,35
CS2126,2/1/2015,77
CS3287,14/4/2012,37
CS5778,10/11/2012,75
CS5389,15/9/2013,92
CS2984,8/1/2014,40
CS1742,28/10/2012,99
CS2310,23/4/2014,97
CS5500,22/3/2014,52
CS5438,8/9/2013,72
CS2884,16/3/2015,103
CS3412,30/12/2013,73
CS1494,28/10/2014,90
CS1639,2/3/2013,79
CS4009,9/7/2014,59
CS3518,29/1/2015,79
CS4628,8/11/2014,90
CS3797,31/12/2013,93
CS3688,10/9/2014,72
CS4623,25/7/2014,88
CS4393,28/1/2015,60
CS5076,28/5/2011,68
CS2035,15/8/2011,40
CS3105,12/8/2012,36
CS2378,15/9/2013,55
CS4742,2/9/2012,94
CS2298,29/9/2014,100
CS5093,29/7/2014,65
CS1518,3/10/2013,67
CS3030,30/5/2013,58
CS3232,1/6/2011,99
CS5633,6/7/2014,99
CS5466,7/10/2014,53
CS3324,11/6/2013,87
CS5608,16/7/2012,95
CS4722,13/10/2014,70
CS3359,26/2/2012,96
CS5106,3/8/2011,99
CS1925,12/3/2015,102
CS4949,28/2/2015,65
CS2235,30/6/2013,70
CS4912,24/2/2014,86
CS2196,11/8/2013,93
CS3549,24/6/2013,53
CS2251,1/1/2013,94
CS4706,28/9/2014,39
CS3002,24/3/2014,91
CS1202,7/1/2015,99
CS3778,18/11/2014,71
CS5644,10/2/2014,104
CS3371,2/3/2013,103
CS5887,5/3/2014,65
CS3455,6/11/2013,46
CS4858,6/12/2013,73
CS4121,14/1/2013,98
CS1336,10/9/2013,47
CS2142,17/2/2012,58
CS5574,14/7/2013,79
CS3099,24/1/2014,52
CS5605,13/6/2011,45
CS1702,14/9/2011,41
CS4136,6/5/2014,43
CS2883,19/6/2014,63
CS3582,26/9/2014,51
CS3222,27/8/2012,42
CS2259,23/5/2014,83
CS2789,27/9/2012,83
CS2298,11/7/2014,94
CS3189,25/7/2012,83
CS2741,15/8/2012,35
CS2413,23/2/2014,65
CS2136,7/1/2014,38
CS3633,6/10/2012,77
CS1831,5/8/2012,53
CS2676,3/7/2011,39
CS2075,21/3/2012,73
CS1891,2/6/2013,64
CS4261,13/9/2014,101
CS4843,21/2/2012,36
CS2180,11/1/2013,105
CS2778,16/7/2013,64
CS4385,1/5/2012,89
CS1979,10/12/2011,83
CS3629,18/5/2013,86
CS1262,22/12/2014,100
CS5070,5/10/2012,38
CS2951,9/11/2013,90
CS1649,24/6/2013,64
CS3904,20/9/2014,57
CS4606,9/12/2012,104
CS2945,2/7/2014,86
CS3943,19/12/2012,65
CS5707,18/11/2012,50
CS3553,5/5/2012,71
CS5413,21/2/2014,71
CS2014,12/8/2011,41
CS1456,26/8/2012,41
CS5972,22/7/2014,87
CS3979,24/6/2011,45
CS2887,17/6/2011,62
CS4578,5/6/2014,35
CS1660,11/4/2012,100
CS2379,2/11/2011,62
CS2220,6/7/2012,56
CS3993,14/8/2011,66
CS4065,8/12/2011,80
CS4617,4/11/2012,86
CS2626,19/10/2012,73
CS3824,6/2/2012,40
CS2439,2/4/2012,70
CS3452,31/5/2011,70
CS4660,2/4/2014,66
CS4011,21/7/2013,94
CS3175,12/3/2013,55
CS3492,8/6/2014,81
CS2898,22/8/2013,50
CS3405,9/7/2014,48
CS2418,14/11/2013,68
CS2470,2/3/2012,93
CS2494,18/7/2011,59
CS2740,19/4/2013,102
CS2354,28/12/2011,60
CS5041,6/3/2015,51
CS1495,6/9/2014,56
CS5883,30/1/2013,43
CS2660,31/7/2014,79
CS6016,5/11/2011,75
CS3262,14/9/2014,42
CS4141,24/1/2015,73
CS5511,14/11/2011,80
CS6025,27/8/2012,39
CS2978,31/8/2011,40
CS4772,25/3/2012,40
CS2461,3/8/2012,50
CS5640,21/1/2013,70
CS5679,18/6/2013,99
CS1231,21/11/2012,75
CS1471,23/9/2012,53
CS4336,7/6/2013,98
CS5954,2/8/2012,84
CS3802,12/3/2012,80
CS4740,21/7/2014,53
CS1316,26/12/2013,52
CS5548,15/11/2013,70
CS3334,26/12/2014,83
CS5470,24/12/2011,86
CS5525,19/3/2012,102
CS5417,29/3/2013,88
CS1237,28/5/2013,55
CS3073,4/3/2012,67
CS4738,14/4/2013,82
CS4912,11/8/2012,70
CS3651,7/5/2013,102
CS4670,11/8/2011,56
CS6001,10/3/2014,57
CS3299,1/4/2014,83
CS5777,23/4/2014,91
CS2229,25/5/2014,93
CS2693,25/8/2011,96
CS2264,1/8/2014,39
CS2091,18/7/2014,93
CS2580,15/11/2013,57
CS1995,10/8/2014,79
CS5891,24/12/2012,76
CS5933,17/6/2012,68
CS1888,19/10/2013,99
CS1781,20/11/2013,83
CS5843,20/9/2012,76
CS3996,8/6/2012,59
CS5477,6/12/2013,51
CS2960,4/7/2014,52
CS5081,16/7/2011,104
CS5037,27/11/2012,48
CS2076,16/5/2014,38
CS4954,20/1/2014,51
CS5252,16/7/2013,92
CS4296,5/1/2015,81
CS3072,21/3/2014,92
CS4998,28/9/2012,76
CS1913,3/4/2012,48
CS2254,18/6/2011,41
CS5264,30/10/2014,93
CS1809,17/1/2012,90
CS3356,13/10/2014,103
CS2433,26/6/2011,72
CS3007,21/7/2013,65
CS2763,18/4/2012,66
CS3386,14/3/2014,93
CS1232,19/8/2014,53
CS4645,15/11/2012,41
CS5032,19/1/2014,68
CS3626,6/9/2014,50
CS5287,24/2/2015,44
CS2731,28/11/2014,81
CS4050,14/9/2013,72
CS2133,14/12/2013,36
CS6035,18/11/2012,82
CS4658,21/8/2013,43
CS1996,13/12/2014,56
CS1343,13/12/2011,70
CS1571,2/5/2013,100
CS3329,27/7/2014,56
CS2175,8/11/2014,64
CS2900,14/11/2013,53
CS1525,30/4/2014,41
CS5028,3/5/2012,75
CS5928,21/1/2014,56
CS2712,14/10/2013,64
CS1855,31/3/2012,67
CS2056,14/9/2013,40
CS3779,8/8/2014,60
CS1923,20/2/2012,76
CS5226,28/3/2013,102
CS6091,4/2/2013,36
CS3946,14/2/2013,37
CS2458,12/4/2014,76
CS2329,1/6/2012,99
CS1988,10/10/2011,86
CS4001,22/8/2013,105
CS3662,7/5/2014,54
CS1415,17/1/2013,82
CS6096,22/5/2012,72
CS2015,4/6/2013,83
CS2065,1/9/2012,95
CS5246,16/7/2014,83
CS2619,7/6/2012,44
CS1290,27/5/2012,91
CS1256,20/5/2014,100
CS2628,19/11/2014,48
CS2304,12/4/2012,98
CS1200,8/10/2012,53
CS1388,29/7/2011,79
CS5994,2/10/2013,97
CS1676,6/7/2014,81
CS2272,18/6/2011,62
CS3339,10/2/2013,81
CS1713,19/2/2013,99
CS5589,1/6/2014,68
CS4626,7/10/2011,98
CS4160,14/5/2013,84
CS4116,22/7/2014,89
CS4545,14/5/2014,42
CS5993,12/1/2015,103
CS2113,2/8/2014,67
CS4676,10/5/2014,79
CS2912,15/6/2011,36
CS2411,26/2/2013,44
CS3515,21/7/2014,73
CS5007,21/11/2012,39
CS2563,5/11/2012,39
CS2477,26/2/2012,63
CS1435,1/3/2012,89
CS2029,19/4/2013,47
CS1650,22/12/2013,58
CS3501,13/9/2012,99
CS4138,26/10/2012,36
CS2837,19/12/2012,68
CS3710,29/1/2015,76
CS4220,9/1/2014,105
CS1833,15/9/2014,35
CS2813,18/8/2011,105
CS4654,30/1/2012,51
CS4987,23/4/2014,88
CS4476,5/9/2014,38
CS3424,20/12/2013,99
CS3654,24/5/2012,80
CS5890,23/11/2013,68
CS3439,9/11/2013,43
CS5402,8/1/2012,78
CS4719,16/4/2012,96
CS2810,17/10/2011,38
CS5001,21/6/2014,49
CS1435,24/7/2011,47
CS4444,30/11/2012,55
CS3360,15/9/2012,43
CS5215,28/3/2012,44
CS3296,9/4/2012,64
CS2667,29/4/2013,63
CS5121,20/5/2014,56
CS5815,21/8/2012,79
CS2480,9/6/2011,71
CS5358,30/1/2014,101
CS4739,11/3/2014,52
CS1511,13/2/2013,77
CS3128,20/11/2014,67
CS5028,9/11/2014,78
CS3588,20/1/2015,62
CS1749,21/3/2012,55
CS4827,26/4/2014,49
CS1894,25/9/2011,82
CS2098,7/5/2012,78
CS4305,16/5/2014,55
CS4333,22/4/2013,58
CS5644,8/7/2011,63
CS5278,15/1/2013,49
CS3764,30/12/2012,74
CS1213,13/10/2012,67
CS4591,21/9/2011,79
CS1399,16/11/2011,41
CS4229,24/4/2012,38
CS5092,21/6/2013,88
CS4336,24/11/2011,83
CS1407,3/5/2014,57
CS3172,12/3/2013,87
CS2188,1/10/2011,40
CS5770,14/11/2012,49
CS3164,20/4/2013,66
CS3550,9/6/2013,51
CS4975,16/7/2014,97
CS5635,16/2/2012,81
CS4874,23/4/2014,90
CS3833,9/2/2013,91
CS2043,11/2/2012,78
CS2765,3/3/2012,54
CS1159,12/10/2012,63
CS3165,18/8/2013,62
CS3721,14/5/2012,35
CS5270,15/3/2014,71
CS3862,10/6/2011,60
CS5594,30/5/2012,70
CS4807,22/1/2015,52
CS4359,14/7/2014,103
CS4831,15/3/2014,70
CS1718,14/3/2013,96
CS6109,21/1/2014,71
CS6018,12/3/2015,85
CS5957,20/12/2012,61
CS1285,5/1/2015,95
CS3867,3/6/2012,73
CS1980,26/8/2011,67
CS2040,23/9/2011,52
CS3212,11/10/2011,87
CS6023,26/11/2011,71
CS4296,15/12/2012,40
CS1900,1/6/2014,82
CS4267,25/6/2013,53
CS5529,9/7/2013,72
CS5497,12/9/2013,68
CS4622,24/8/2013,68
CS2349,18/1/2015,83
CS2406,1/10/2012,92
CS4895,3/1/2012,85
CS3930,21/8/2014,46
CS2906,6/6/2012,55
CS4315,29/10/2012,86
CS1920,8/2/2014,69
CS2992,25/3/2013,67
CS2842,7/2/2012,104
CS2216,3/9/2011,76
CS2199,19/1/2012,52
CS3286,27/5/2014,60
CS1609,7/10/2012,41
CS2704,8/9/2011,100
CS5198,7/6/2011,67
CS1161,30/9/2012,67
CS2263,6/8/2013,101
CS1721,24/2/2015,42
CS4613,22/6/2011,95
CS1126,14/7/2011,37
CS2496,14/4/2013,76
CS3160,2/1/2014,60
CS1309,20/5/2011,90
CS5551,20/2/2013,49
CS5250,4/8/2014,93
CS5104,20/5/2014,62
CS2862,12/1/2014,99
CS5836,13/3/2015,66
CS6021,18/12/2012,56
CS3305,26/2/2012,80
CS5421,4/12/2013,37
CS3623,5/5/2014,72
CS3091,25/9/2012,95
CS2344,12/10/2012,98
CS1252,14/3/2014,86
CS2661,13/1/2013,98
CS3689,7/6/2011,38
CS3247,30/4/2013,46
CS4779,5/12/2014,94
CS3831,11/7/2012,67
CS1652,20/5/2012,51
CS3477,17/2/2013,69
CS4086,5/2/2012,49
CS5792,17/2/2014,97
CS2110,26/3/2014,95
CS1183,5/6/2011,50
CS5527,24/5/2013,94
CS3488,13/9/2014,65
CS1955,10/1/2013,36
CS3222,16/10/2012,47
CS3161,14/4/2013,48
CS1633,12/8/2013,53
CS3683,29/11/2012,51
CS2183,1/1/2012,46
CS3817,30/7/2013,74
CS2411,21/7/2014,99
CS5900,15/3/2015,98
CS2104,23/5/2014,74
CS5839,17/11/2012,96
CS4494,24/1/2012,46
CS2090,22/7/2014,38
CS1957,17/10/2011,88
CS3171,7/7/2012,100
CS1870,1/12/2012,54
CS5160,15/3/2012,71
CS2077,23/1/2013,53
CS1342,15/3/2015,48
CS2719,24/8/2011,62
CS2266,17/2/2015,54
CS2452,23/10/2011,85
CS2493,6/8/2012,60
CS5702,11/6/2014,88
CS5733,2/5/2014,75
CS3210,9/2/2013,48
CS5026,8/9/2013,77
CS2929,16/6/2013,73
CS4533,19/8/2012,37
CS3983,13/7/2013,91
CS2966,22/6/2011,61
CS1239,2/4/2013,94
CS4657,17/3/2014,46
CS1140,9/5/2013,43
CS2007,30/12/2011,80
CS4180,28/11/2012,73
CS5174,2/9/2011,64
CS1925,24/10/2011,104
CS4492,4/2/2014,81
CS3872,1/3/2015,40
CS5856,18/12/2012,35
CS2957,21/9/2014,66
CS5918,27/12/2014,65
CS2110,9/12/2013,49
CS2117,23/12/2014,63
CS3166,5/3/2014,52
CS3355,18/10/2013,103
CS5218,24/7/2011,41
CS2419,30/8/2014,40
CS2461,22/2/2012,81
CS1503,27/12/2011,91
CS2989,12/3/2014,97
CS2260,11/8/2011,57
CS5725,12/5/2014,51
CS2002,30/9/2013,98
CS5732,14/8/2013,75
CS4866,6/6/2011,94
CS4977,31/8/2012,49
CS5193,1/4/2014,50
CS5515,7/2/2015,62
CS5462,26/3/2012,65
CS2269,14/1/2015,49
CS2476,22/1/2015,92
CS5394,18/6/2014,87
CS3686,1/11/2013,75
CS3216,7/7/2012,40
CS3010,26/5/2011,69
CS4462,14/9/2013,67
CS1506,24/4/2013,101
CS5187,28/2/2015,94
CS5528,23/7/2013,98
CS3626,22/9/2011,70
CS1473,13/5/2012,48
CS1412,19/5/2011,48
CS2359,22/4/2012,65
CS4972,3/7/2013,39
CS1731,24/1/2012,80
CS3369,29/11/2014,86
CS4892,31/7/2012,56
CS3215,4/11/2011,44
CS4327,17/10/2011,104
CS1277,23/3/2013,52
CS1170,29/11/2014,54
CS3702,27/8/2014,99
CS4860,13/9/2012,77
CS4852,7/6/2013,101
CS2123,27/12/2012,73
CS1999,5/7/2013,54
CS5039,14/3/2013,100
CS3494,17/11/2012,84
CS1270,24/8/2011,57
CS2299,8/11/2014,97
CS3821,18/10/2011,85
CS1288,28/9/2011,52
CS5334,16/9/2011,89
CS5343,5/9/2013,95
CS5609,9/2/2014,42
CS5397,9/6/2012,92
CS3754,11/12/2014,35
CS5853,15/8/2014,82
CS3685,12/9/2011,48
CS5779,3/3/2014,66
CS2930,30/3/2012,80
CS3850,12/10/2014,52
CS5336,18/12/2012,104
CS1299,2/4/2014,76
CS4052,6/1/2012,47
CS2458,22/3/2013,83
CS3044,6/3/2014,43
CS1858,8/1/2015,40
CS2989,24/12/2011,52
CS4247,27/3/2012,102
CS4281,15/10/2011,42
CS5717,9/6/2011,103
CS3146,25/6/2012,98
CS1859,19/12/2011,37
CS5536,23/9/2013,99
CS5505,26/8/2013,91
CS1208,31/10/2012,63
CS3150,4/12/2014,63
CS3367,20/3/2012,50
CS4400,5/7/2012,62
CS1865,28/4/2013,48
CS3785,9/7/2014,104
CS5542,1/3/2013,80
CS4240,25/5/2012,48
CS3258,22/9/2011,77
CS2578,13/5/2013,79
CS1563,15/3/2012,41
CS4624,30/5/2013,96
CS4171,22/2/2015,72
CS2627,9/12/2012,39
CS5878,13/3/2015,58
CS5811,4/6/2014,80
CS4500,17/6/2014,83
CS5363,12/4/2013,65
CS4488,5/12/2011,66
CS5049,26/1/2015,90
CS2463,25/1/2012,39
CS5766,20/4/2012,43
CS1889,26/10/2013,37
CS1885,13/5/2012,59
CS4205,4/3/2015,46
CS2580,28/7/2012,54
CS1851,1/8/2011,89
CS2599,24/7/2012,92
CS3099,19/8/2014,35
CS1948,21/1/2015,88
CS3202,29/3/2013,76
CS2089,27/10/2013,103
CS1137,1/7/2014,69
CS5315,10/11/2011,88
CS5003,3/8/2012,53
CS3590,5/1/2012,84
CS4048,21/12/2013,85
CS1209,28/2/2014,37
CS4950,11/1/2014,57
CS1198,25/6/2012,80
CS3257,19/1/2015,79
CS1705,1/7/2014,50
CS3737,25/4/2013,60
CS1359,7/7/2011,68
CS1465,21/2/2015,70
CS3359,14/5/2014,49
CS2532,16/1/2014,53
CS5886,16/10/2013,102
CS5424,23/9/2014,87
CS1179,15/10/2011,58
CS4878,10/5/2013,66
CS1245,13/7/2014,56
CS3941,13/5/2012,47
CS3560,14/2/2014,96
CS3967,21/10/2014,44
CS1455,26/3/2013,92
CS2750,15/12/2012,91
CS1781,20/5/2014,60
CS5668,1/3/2012,42
CS5178,9/9/2011,74
CS1323,26/12/2011,41
CS4636,3/6/2011,58
CS2783,19/1/2014,86
CS1638,25/1/2013,37
CS3260,19/2/2012,99
CS2875,5/5/2013,39
CS1666,21/2/2014,75
CS2981,14/2/2013,49
CS3937,17/2/2013,49
CS5883,31/10/2011,74
CS3618,24/11/2012,43
CS2889,17/10/2012,55
CS1326,5/3/2014,94
CS4420,6/9/2014,86
CS5226,4/9/2012,65
CS3889,23/8/2012,45
CS2701,6/12/2012,68
CS5315,30/8/2014,68
CS3111,16/7/2014,70
CS5342,6/9/2014,48
CS4399,8/9/2014,45
CS3001,29/1/2014,96
CS4085,5/7/2014,57
CS4707,15/9/2014,80
CS5128,4/2/2012,54
CS5843,30/5/2011,57
CS2938,30/5/2011,87
CS2142,26/3/2013,86
CS4273,10/7/2011,86
CS2289,7/1/2013,80
CS1271,26/9/2012,58
CS1242,15/4/2014,44
CS2056,7/3/2012,104
CS5550,10/11/2014,62
CS3378,27/3/2014,100
CS2515,21/6/2013,53
CS3872,11/9/2013,101
CS2926,15/2/2012,97
CS4805,7/6/2011,105
CS4175,8/3/2015,76
CS2402,11/5/2012,104
